1. PROJECT
------------

Title: Glacial and Holocene Climates Reconstructed by Vegetation-Model Inversion
Dates: 01/10/15 - 31/09/19
Funding organisation: NERC, ERC
Grant no.: NERC award reference 1859127, ERC (Global Change 2.0: Unlocking the past for a clearer future (grant number 694481))

2. DATASET
------------

Title: A new multi-variable benchmark for Last Glacial Maximum climate simulations

Description: Reconstruction of climate anomalies for the Last Glacial Maximum (LGM, ca 21,000 years ago), made by combining pollen based reconstructions (from Bartlein et al. 2011) and averaged outputs of LGM simulations from the 3rd round of the Palaeoclimate Model Intercomparison Project (PMIP, Braconnot et al. 2011), under a variational data assimilation technique. This reconstruction is designed to be used for data-model comparison, specifically against the results of PMIP4. The dataset consists of 6 variables: moisture index (the ratio precipitation and equilibrium evapotranspiration), mean annual precipitation (mm), mean annual temperature (degrees C), mean temperature of the coldest month (degrees C), mean temperature of the warmest month (degrees C), growing degree days above 5 degrees C (day degrees C). The standard deviation of these variables is also given.

This dataset supersedes the version published at http://dx.doi.org/10.17864/1947.229, where an incorrect value for MI SD was used in Australia, a non-linear MAP non-dimensionalisation was used (instead of the linear one here), the background error covariance matrix was square rooted improperly and incorrect values for MI were used in central Asia.

Publication Year: 2020
Creator(s): S.F. Cleator, S.P. Harrison, N.K. Nichols, I.C. Prentice, I. Roulstone
Organisation(s): University of Surrey, University of Reading, Imperial College London
Rights-holder(s): S.F. Cleator, University of Surrey, University of Reading, Imperial College London

References:
    Bartlein et al. 2011 - P. J. Bartlein, S. P. Harrison, S. Brewer, S. Connor, B. A. S. Davis, K. Gajewski, J. Guiot, T. I. Harrison-Prentice, A. Henderson, O. Peyron, I. C. Prentice, M. Scholze, H. Seppä, B. Shuman, S. Sugita, R. S. Thompson, A. E. Viau, J. Williams, and H. Wu. Pollen-based continental climate reconstructions at 6 and 21 ka: a global synthesis. Climate Dynamics, 37:775–802, 2011.
    Braconnot et al. 2011 - Pascale Braconnot, Sandy P. Harrison, Bette Otto-Bliesner, Ayako Abe-Ouchi, Johann Jungclaus, and Jean-Yves Peterschmitt. The Paleoclimate Modeling Intercomparison Project contribution to CMIP5. CLIVAR Exchanges, 16(56):15–19, 2011.

3. TERMS OF USE
-----------------
Copyright 2020 Sean F. Cleator, University of Surrey, University of Reading, Imperial College London. This dataset is licensed by the rights-holder(s) under a Creative Commons Attribution 4.0 International Licence: https://creativecommons.org/licenses/by/4.0/.

4. CONTENTS
------------
File listing:
    LGM_reconstruction.csv - Last Glacial Maximum reconstruction anomalies at each grid cell.

5. METHOD and PROCESSING
--------------------------

This dataset is made by combining site-based pollen reconstructions with aggregated outputs of PMIP3. The possible climates are varied and the most likely climate is found under a 3D-Variational data assimilation scheme. The uncertainty from this process is then used to screen out areas where the pollen reconstructions have had a minimal effect. By using a vegetation model, the effect of changing CO_2 concentrations on pollen reconstructions is also accounted for. The error of the resulting reconstruction is also calculated and given as 1 standard deviation from the variables.

The individual fields are: 
    lat - grid cell centre latitude
    lon - grid cell centre longitude
    MI - moisture index
    MAP - mean annual precipitation (mm)
    MAT - mean annual temperature (degrees C)
    MTCO - mean temperature of the coldest month (degrees C)
    MTWA - mean temperature of the warmest month (degrees C)
    GDD5 - growing degree days above 5 degrees C (days degrees C)
    MI SD - moisture index standard deviation
    MAP SD - mean annual precipitation standard deviation (mm)
    MAT SD - mean annual temperature standard deviation (degrees C)
    MTCO SD - mean temperature of the coldest month standard deviation (degrees C)
    MTWA SD - mean temperature of the warmest month standard deviation (degrees C)
    GDD5 SD - growing degree days above 5 degrees C standard deviation (days degrees C)

# Reconstruction of anomalies of the Last Glacial Maximum (ca 21000 years ago) made by combining pollen based reconstructions and average PMIP3 outputs under a variational data assimilation technique.
# 
# Variables are given as:
# 
# lat - grid cell centre latitude
# lon - grid cell centre longitude
# MI - moisture index
# MAP - mean annual precipitation (mm)
# MAT - mean annual temperature (degrees C)
# MTCO - mean temperature of the coldest month (degrees C)
# MTWA - mean temperature of the warmest month (degrees C)
# GDD5 - growing degree days above 5 degrees C (days degrees C)
# MI SD - moisture index standard deviation
# MAP SD - mean annual precipitation standard deviation (mm)
# MAT SD - mean annual temperature standard deviation (degrees C)
# MTCO SD - mean temperature of the coldest month standard deviation (degrees C)
# MTWA SD - mean temperature of the warmest month standard deviation (degrees C)
# GDD5 SD - growing degree days above 5 degrees C standard deviation (days degrees C).
# 
# NaN values represent situations where a reconstruction isn't given.
# 
# lat, lon, MI, MAP, MAT, MTCO, MTWA, GDD5, MI SD, MAP SD, MAT SD, MTCO SD, MTWA SD, GDD5 SD
-31.000000,123.000000,  nan,  nan,-4.487140,-4.370480,-4.397000,-1637.800000,  nan,  nan,0.975897,1.223500,1.240210,356.202000
-29.000000,123.000000,  nan,  nan,-4.649266,-4.365570,-4.728500,-1696.970000,  nan,  nan,1.040680,1.284290,1.331950,379.847000
-27.000000,123.000000,  nan,  nan,-4.748907,-4.319610,-4.960500,-1733.340000,  nan,  nan,1.110090,1.364120,1.393230,405.182000
-25.000000,123.000000,  nan,  nan,-4.753048,-4.250970,-4.972700,-1734.860000,  nan,  nan,1.145400,1.394690,1.406410,418.073000
-23.000000,123.000000,  nan,  nan,-4.687471,  nan,  nan,-1710.910000,  nan,  nan,1.164450,  nan,  nan,425.024000
41.000000,123.000000,  nan,-172.604000,-7.968385,-9.108600,-6.618300,-1238.869000,  nan,95.506700,1.473980,1.652760,1.851380,271.190000
43.000000,123.000000,  nan,-148.702000,-7.967484,-7.820900,-7.493200,-1462.960000,  nan,92.788500,1.515150,1.486590,1.972160,286.287000
45.000000,123.000000,  nan,-117.302000,-8.073837,-7.939900,-7.595900,-1374.835000,  nan,90.309000,1.570010,1.522500,2.014560,293.451000
47.000000,123.000000,  nan,-96.396000,-8.079746,-8.084000,-7.562000,-1265.813000,  nan,85.925700,1.640610,1.633630,2.057960,301.605000
49.000000,123.000000,  nan,-77.361000,-8.066490,-8.217700,-7.469100,-1060.996000,  nan,84.815900,1.715380,1.688670,2.129030,197.301000
51.000000,123.000000,  nan,-65.371000,-7.943197,-8.470600,-7.144500,-862.123000,  nan,91.641100,1.806700,1.819770,2.161030,202.165000
53.000000,123.000000,  nan,-81.776000,-7.657386,-8.550600,-6.710000,-834.093000,  nan,96.732000,1.851160,1.887070,2.223920,208.082000
55.000000,123.000000,  nan,-100.690000,-7.246971,-8.264500,-6.217800,-648.227000,  nan,102.023000,1.849320,1.902580,2.258200,212.228000
57.000000,123.000000,  nan,-105.266000,-6.997107,  nan,-5.776500,-542.025000,  nan,97.814600,1.785230,  nan,2.215190,211.206000
59.000000,123.000000,  nan,  nan,-6.850363,  nan,-5.010700,-477.733000,  nan,  nan,1.725830,  nan,2.086400,200.229000
61.000000,123.000000,  nan,  nan,  nan,  nan,-4.455700,-412.081000,  nan,  nan,  nan,  nan,2.005020,188.098000
63.000000,123.000000,  nan,  nan,  nan,  nan,-4.094200,-378.341000,  nan,  nan,  nan,  nan,1.994350,179.701000
65.000000,123.000000,  nan,-86.135000,-6.234026,  nan,-3.641900,-333.529000,  nan,74.995500,1.766770,  nan,2.027770,177.068000
67.000000,123.000000,  nan,-99.380000,-6.130715,  nan,-3.224100,-302.143000,  nan,77.569000,1.839940,  nan,2.156980,189.084000
69.000000,123.000000,  nan,-95.535000,-6.209660,  nan,-2.844100,-273.071000,  nan,77.520800,1.932610,  nan,2.533740,215.438000
71.000000,123.000000,  nan,-77.437000,-6.667674,-9.022300,-2.268540,-183.425000,  nan,72.015000,2.176900,1.946190,3.553580,110.161000
-31.000000,125.000000,  nan,  nan,-4.331940,-4.500710,-3.895900,-1581.160000,  nan,  nan,1.016800,1.224940,1.324320,371.132000
-29.000000,125.000000,  nan,  nan,-4.553797,-4.352320,-4.467400,-1662.140000,  nan,  nan,1.073300,1.291300,1.382320,391.754000
-27.000000,125.000000,  nan,  nan,-4.676171,-4.271730,-4.814700,-1706.790000,  nan,  nan,1.135050,1.369390,1.429620,414.294000
-25.000000,125.000000,  nan,  nan,-4.662867,-4.183170,-4.871400,-1701.930000,  nan,  nan,1.158930,1.394510,1.449470,423.010000
-23.000000,125.000000,  nan,  nan,-4.639571,  nan,  nan,-1693.450000,  nan,  nan,1.180640,  nan,  nan,430.934000
-9.000000,125.000000,  nan,  nan,  nan,-3.042600,  nan,  nan,  nan,  nan,  nan,1.425530,  nan,  nan
41.000000,125.000000,  nan,-164.561000,-8.574859,-9.472300,-7.349400,-1428.955000,  nan,98.341000,1.508180,1.859190,1.773780,264.912000
43.000000,125.000000,  nan,-164.791000,-8.294857,-7.965300,-8.005800,-1392.241000,  nan,89.150000,1.520940,1.486280,1.978970,284.648000
45.000000,125.000000,  nan,-147.034000,-8.366056,-8.222700,-8.004700,-1394.024000,  nan,94.595100,1.656070,1.596720,2.135050,309.832000
47.000000,125.000000,  nan,-125.752000,-8.331783,-8.355300,-7.881100,-1237.717000,  nan,94.035000,1.769110,1.746060,2.220590,247.274000
49.000000,125.000000,  nan,-102.924000,-8.210080,-8.411600,-7.663600,-1108.852000,  nan,90.294900,1.814800,1.784720,2.281170,208.314000
51.000000,125.000000,  nan,-87.699000,-8.013970,-8.558900,-7.304900,-979.890000,  nan,96.351900,1.884820,1.895570,2.294430,212.570000
53.000000,125.000000,  nan,-97.581000,-7.652818,-8.496400,-6.959300,-903.697000,  nan,102.127000,1.901280,1.931950,2.372000,217.363000
55.000000,125.000000,  nan,-111.103000,-7.225008,  nan,-6.540100,-707.261000,  nan,104.924000,1.880880,  nan,2.429110,221.103000
57.000000,125.000000,  nan,  nan,-7.016625,  nan,-6.136880,-551.580000,  nan,  nan,1.803090,  nan,2.375210,132.353000
59.000000,125.000000,  nan,  nan,  nan,  nan,-5.282700,-520.048000,  nan,  nan,  nan,  nan,2.161760,204.422000
67.000000,125.000000,  nan,  nan,  nan,  nan,-3.445100,-309.414000,  nan,  nan,  nan,  nan,2.146080,181.863000
69.000000,125.000000,  nan,-109.642000,-5.939792,  nan,-3.015900,-280.583000,  nan,78.048900,1.832760,  nan,2.488760,207.699000
71.000000,125.000000,  nan,-78.602000,-6.617690,  nan,-2.336000,-203.716000,  nan,74.909100,2.172300,  nan,3.541270,109.779000
73.000000,125.000000,  nan,-54.701000,-7.528252,  nan,0.623800,  nan,  nan,77.518500,2.425270,  nan,4.476960,  nan
-31.000000,127.000000,  nan,  nan,-4.186032,-4.814800,-3.295400,-1527.900000,  nan,  nan,1.066880,1.259340,1.417450,389.411000
-29.000000,127.000000,  nan,  nan,-4.497364,-4.421850,-4.226200,-1641.550000,  nan,  nan,1.095280,1.294200,1.423820,399.777000
-27.000000,127.000000,  nan,  nan,-4.659116,-4.283410,-4.712900,-1700.580000,  nan,  nan,1.162440,1.370190,1.467560,424.289000
-25.000000,127.000000,  nan,  nan,-4.649733,-4.198650,-4.834200,-1697.150000,  nan,  nan,1.163840,1.380530,1.466000,424.802000
-23.000000,127.000000,  nan,  nan,-4.623964,  nan,  nan,-1687.760000,  nan,  nan,1.180290,  nan,  nan,430.807000
35.000000,127.000000,0.070323,-239.260000,-9.388122,-15.401900,-6.512800,-1629.570000,0.141965,108.569000,1.193200,1.933840,1.212320,198.426000
37.000000,127.000000,0.083653,-229.070000,-9.880105,-14.794000,-6.729600,-1518.640000,0.155304,101.475000,1.351260,2.148170,1.314310,198.934000
39.000000,127.000000,  nan,-245.980000,-10.153611,-13.599800,-8.460900,-1340.638000,  nan,115.064000,1.587570,2.545000,1.481630,184.981000
41.000000,127.000000,  nan,-181.241000,-9.321052,-10.000100,-8.222620,-1047.499000,  nan,112.529000,1.538740,2.018120,1.711790,103.732000
43.000000,127.000000,  nan,-163.227000,-8.624380,-8.133300,-8.518200,-1214.552000,  nan,82.665400,1.516040,1.533460,1.946860,175.899000
45.000000,127.000000,  nan,-164.717000,-8.720463,-8.395700,-8.571400,-1307.320000,  nan,85.961700,1.721740,1.681820,2.208680,244.959000
47.000000,127.000000,  nan,-146.756000,-8.602493,-8.399000,-8.385600,-1247.174000,  nan,91.893200,1.861270,1.792850,2.376220,262.178000
49.000000,127.000000,  nan,-121.113000,-8.361317,-8.501700,-7.970800,-1101.412000,  nan,92.448500,1.885800,1.826740,2.413340,219.436000
51.000000,127.000000,  nan,-120.125000,-8.036421,-8.598000,-7.437700,-1079.269000,  nan,100.881000,1.944290,1.951140,2.418370,265.368000
53.000000,127.000000,  nan,-122.014000,-7.586967,  nan,-7.146300,-922.350000,  nan,107.351000,1.940140,  nan,2.521500,226.070000
55.000000,127.000000,  nan,  nan,-7.146115,  nan,-6.881900,-779.287000,  nan,  nan,1.900640,  nan,2.601710,230.040000
57.000000,127.000000,  nan,  nan,  nan,  nan,-6.535160,-440.690000,  nan,  nan,  nan,  nan,2.553310,79.152600
69.000000,127.000000,  nan,  nan,  nan,  nan,-3.533640,-105.400000,  nan,  nan,  nan,  nan,2.692270,0.000000
71.000000,127.000000,  nan,-76.191000,-6.651052,  nan,-2.430760,-176.053400,  nan,76.972100,2.176440,  nan,3.603930,111.722000
73.000000,127.000000,  nan,-54.486000,-7.628345,  nan,0.993300,  nan,  nan,78.859900,2.467740,  nan,4.597450,  nan
-31.000000,129.000000,  nan,  nan,-4.071455,-5.174850,-2.753900,-1486.090000,  nan,  nan,1.055980,1.199130,1.426240,385.434000
-29.000000,129.000000,  nan,  nan,-4.526753,-4.572110,-4.129800,-1652.260000,  nan,  nan,1.090750,1.306960,1.397430,398.123000
-27.000000,129.000000,  nan,  nan,-4.813359,-4.465760,-4.820100,-1756.890000,  nan,  nan,1.143200,1.355100,1.408860,417.267000
-25.000000,129.000000,  nan,  nan,-4.753108,-4.329190,-4.913800,-1734.880000,  nan,  nan,1.169390,1.388850,1.442190,426.826000
-23.000000,129.000000,  nan,  nan,-4.659788,-4.304290,  nan,-1700.830000,  nan,  nan,1.195420,1.400180,  nan,436.329000
-21.000000,129.000000,  nan,  nan,-4.643736,  nan,  nan,-1694.950000,  nan,  nan,1.204450,  nan,  nan,439.626000
-3.000000,129.000000,  nan,  nan,-2.587382,-2.686700,  nan,-944.390000,  nan,  nan,1.018260,1.204890,  nan,371.666000
37.000000,129.000000,-0.056200,-358.840000,-10.808086,-14.447200,-8.545200,-1965.230000,0.146481,85.254600,1.248780,1.893390,1.188910,182.176000
41.000000,129.000000,  nan,-213.262000,-10.278443,-11.647400,-9.430100,-1660.622000,  nan,99.743400,1.542110,2.027960,1.591730,190.610000
43.000000,129.000000,0.060394,-143.975000,-9.282697,-8.968200,-9.322700,-1378.757000,0.205978,117.596000,1.598150,1.795960,1.924340,172.454000
45.000000,129.000000,  nan,-146.512000,-9.061613,-8.701600,-9.080400,-1338.830000,  nan,87.456300,1.765610,1.847320,2.229880,198.505000
47.000000,129.000000,  nan,-148.447000,-8.770768,-8.494200,-8.800100,-1307.236000,  nan,84.735000,1.883750,1.869050,2.425850,263.908000
49.000000,129.000000,  nan,-143.252000,-8.418101,-8.404700,-8.277900,-1206.107000,  nan,95.571100,1.933130,1.851430,2.501190,275.014000
51.000000,129.000000,  nan,-148.587000,-8.043573,  nan,-7.638100,-1041.619000,  nan,105.883000,1.993410,  nan,2.530880,227.907000
53.000000,129.000000,  nan,  nan,-7.561295,  nan,-7.370000,-936.132000,  nan,  nan,1.984950,  nan,2.645640,232.942000
55.000000,129.000000,  nan,  nan,  nan,  nan,-7.186310,-696.475000,  nan,  nan,  nan,  nan,2.740600,237.111000
57.000000,129.000000,  nan,  nan,  nan,  nan,  nan,-575.281000,  nan,  nan,  nan,  nan,  nan,145.955000
73.000000,129.000000,  nan,  nan,  nan,  nan,2.232280,59.900800,  nan,  nan,  nan,  nan,4.579090,141.952000
-31.000000,131.000000,  nan,  nan,-4.105923,-5.469120,-2.591500,-1498.660000,  nan,  nan,1.021090,1.189690,1.347980,372.698000
-29.000000,131.000000,  nan,  nan,-4.648177,-4.775930,-4.200600,-1696.600000,  nan,  nan,1.043220,1.302590,1.288320,380.777000
-27.000000,131.000000,  nan,  nan,-4.946463,-4.663130,-4.892500,-1805.450000,  nan,  nan,1.110420,1.352560,1.329950,405.304000
-25.000000,131.000000,  nan,  nan,-4.914186,-4.543610,-5.038600,-1793.690000,  nan,  nan,1.140380,1.372830,1.373120,416.240000
-23.000000,131.000000,  nan,  nan,-4.820221,-4.506740,-4.984400,-1759.360000,  nan,  nan,1.173290,1.389810,1.421840,428.251000
-21.000000,131.000000,  nan,  nan,-4.722026,-4.568200,  nan,-1723.560000,  nan,  nan,1.225030,1.430630,  nan,447.136000
-19.000000,131.000000,  nan,  nan,-4.676252,  nan,  nan,-1706.820000,  nan,  nan,1.280140,  nan,  nan,467.252000
-17.000000,131.000000,  nan,  nan,-4.568148,  nan,  nan,-1667.370000,  nan,  nan,1.337570,  nan,  nan,488.214000
-15.000000,131.000000,  nan,  nan,  nan,-4.895300,  nan,  nan,  nan,  nan,  nan,1.578160,  nan,  nan
-13.000000,131.000000,  nan,  nan,-3.978068,-4.853000,  nan,-1452.000000,  nan,  nan,1.291340,1.622580,  nan,471.339000
33.000000,131.000000,-0.064592,-524.350000,-8.883172,-11.357570,-7.731700,-2216.140000,0.138596,106.724000,0.841429,1.216050,0.937850,176.790000
43.000000,131.000000,0.054874,-166.092000,-10.042949,-11.142200,-9.315200,-1349.414000,0.164748,82.790700,1.657480,2.147000,1.682370,151.105000
45.000000,131.000000,  nan,-167.894000,-9.388496,-9.404700,-9.250700,-1492.361000,  nan,74.248900,1.838650,2.161310,2.193470,242.525000
47.000000,131.000000,  nan,-162.997000,-8.982917,-8.831800,-8.995300,-1360.488000,  nan,85.477000,1.950780,2.056340,2.450770,267.650000
49.000000,131.000000,  nan,-158.687000,-8.502290,-8.417800,-8.516300,-1168.082000,  nan,96.298100,1.997580,1.972510,2.565190,234.192000
51.000000,131.000000,  nan,  nan,-8.098445,  nan,-8.118970,-927.111000,  nan,  nan,2.052610,  nan,2.677660,237.619000
53.000000,131.000000,  nan,  nan,  nan,  nan,-7.868670,-832.474000,  nan,  nan,  nan,  nan,2.835210,243.360000
55.000000,131.000000,  nan,  nan,  nan,  nan,  nan,-581.818900,  nan,  nan,  nan,  nan,  nan,90.512800
57.000000,131.000000,  nan,  nan,  nan,  nan,  nan,-601.547000,  nan,  nan,  nan,  nan,  nan,152.657000
-31.000000,133.000000,  nan,474.162000,-4.400777,-5.393820,-3.273200,-1606.300000,  nan,87.990500,0.974979,1.239530,1.231280,355.867000
-29.000000,133.000000,  nan,  nan,-4.838351,-4.928940,-4.498200,-1765.980000,  nan,  nan,0.994537,1.267930,1.231310,363.006000
-27.000000,133.000000,  nan,  nan,-5.035129,-4.814750,-4.973500,-1837.820000,  nan,  nan,1.076860,1.342640,1.293970,393.055000
-25.000000,133.000000,  nan,  nan,-5.041196,-4.723280,-5.130800,-1840.030000,  nan,  nan,1.112160,1.356500,1.324400,405.937000
-23.000000,133.000000,  nan,  nan,-4.974423,-4.713190,-5.096100,-1815.650000,  nan,  nan,1.161660,1.392610,1.382270,424.006000
-21.000000,133.000000,  nan,  nan,-4.798805,-4.720800,-4.885300,-1751.560000,  nan,  nan,1.220540,1.452240,1.477990,445.495000
-19.000000,133.000000,  nan,  nan,-4.634821,-4.839400,  nan,-1691.710000,  nan,  nan,1.249920,1.490900,  nan,456.221000
-17.000000,133.000000,  nan,  nan,-4.494615,-4.971000,  nan,-1640.520000,  nan,  nan,1.283930,1.558690,  nan,468.634000
-15.000000,133.000000,  nan,  nan,-4.180888,-4.845400,  nan,-1526.030000,  nan,  nan,1.251680,1.547160,  nan,456.863000
-13.000000,133.000000,  nan,  nan,-3.923859,-4.718400,  nan,-1432.200000,  nan,  nan,1.233360,1.570760,  nan,450.175000
-3.000000,133.000000,  nan,  nan,-3.279311,-3.475300,  nan,-1196.970000,  nan,  nan,1.096000,1.349110,  nan,400.040000
-1.000000,133.000000,  nan,  nan,-3.276627,-3.380500,  nan,-1195.970000,  nan,  nan,1.006170,1.146920,  nan,367.253000
35.000000,133.000000,-0.398998,-717.090000,-11.225187,-13.687600,-10.264100,-2225.740000,0.144443,96.482500,0.692374,1.121120,0.911737,120.697000
43.000000,133.000000,-0.029426,-239.012000,-10.458495,-12.280700,-9.415610,-1298.628000,0.195396,90.651900,1.709710,2.332890,1.672040,107.168000
45.000000,133.000000,  nan,-196.767000,-9.746026,-10.217300,-9.420200,-1348.913000,  nan,81.862900,1.919280,2.420010,2.050370,244.712000
47.000000,133.000000,  nan,-180.245000,-9.215782,-9.303600,-9.099600,-1336.671000,  nan,86.009500,2.032350,2.271760,2.473520,271.921000
49.000000,133.000000,  nan,-185.401000,-8.655024,  nan,-8.665000,-1216.579000,  nan,99.222800,2.078080,  nan,2.631890,287.629000
51.000000,133.000000,  nan,  nan,  nan,  nan,-8.620450,-718.244400,  nan,  nan,  nan,  nan,2.824060,154.399000
53.000000,133.000000,  nan,  nan,  nan,  nan,  nan,-728.348000,  nan,  nan,  nan,  nan,  nan,161.049000
55.000000,133.000000,  nan,  nan,  nan,  nan,  nan,-671.543000,  nan,  nan,  nan,  nan,  nan,163.650000
-33.000000,135.000000,  nan,541.211000,-4.101378,-5.581510,-2.538400,-1496.990000,  nan,80.969500,0.819741,1.170960,0.943879,299.205000
-31.000000,135.000000,  nan,539.941000,-4.771795,-5.218150,-4.166000,-1741.690000,  nan,85.889900,0.909460,1.201570,1.143400,331.953000
-29.000000,135.000000,  nan,485.357000,-5.056379,-5.096480,-4.853800,-1845.570000,  nan,87.440900,0.972520,1.250680,1.240060,354.970000
-27.000000,135.000000,  nan,  nan,-5.084577,-4.916970,-5.078700,-1855.880000,  nan,  nan,1.066210,1.339550,1.348960,389.168000
-25.000000,135.000000,  nan,  nan,-5.065052,-4.799450,-5.153400,-1848.730000,  nan,  nan,1.094690,1.349330,1.338770,399.563000
-23.000000,135.000000,  nan,  nan,-5.040521,-4.812270,-5.137100,-1839.790000,  nan,  nan,1.142010,1.383110,1.365700,416.833000
-21.000000,135.000000,  nan,  nan,-4.910482,-4.904600,-4.928800,-1792.310000,  nan,  nan,1.186880,1.422580,1.440970,433.211000
-19.000000,135.000000,  nan,  nan,-4.616552,-4.889000,-4.548000,-1685.040000,  nan,  nan,1.199710,1.449550,1.449420,437.896000
-17.000000,135.000000,  nan,  nan,-4.304479,-4.925300,-4.077700,-1571.130000,  nan,  nan,1.237100,1.522470,1.485610,451.542000
-15.000000,135.000000,  nan,  nan,-3.846429,-4.698900,-3.089500,-1403.940000,  nan,  nan,1.259270,1.542060,1.547130,459.633000
-13.000000,135.000000,  nan,  nan,-3.676886,-4.579100,-2.988500,-1342.070000,  nan,  nan,1.217290,1.529490,1.501850,444.312000
35.000000,135.000000,-0.641895,-818.342000,-11.581540,-14.640300,-10.697700,-2440.200000,0.140302,96.462800,0.560428,1.123790,0.794903,99.812200
45.000000,135.000000,  nan,-206.123000,-10.167621,-11.156200,-9.404690,-950.145500,  nan,93.188400,2.021540,2.624530,2.070670,64.190700
47.000000,135.000000,  nan,-196.334000,-9.456736,-9.850900,-8.968050,-1135.573000,  nan,78.651600,2.134070,2.550500,2.249490,144.646000
49.000000,135.000000,  nan,  nan,-8.884267,  nan,-8.749900,-1199.519000,  nan,  nan,2.210580,  nan,2.724480,293.001000
51.000000,135.000000,  nan,  nan,  nan,  nan,  nan,-1090.961000,  nan,  nan,  nan,  nan,  nan,252.856000
53.000000,135.000000,  nan,  nan,  nan,  nan,  nan,-955.079000,  nan,  nan,  nan,  nan,  nan,257.494000
55.000000,135.000000,  nan,  nan,  nan,  nan,  nan,-699.582000,  nan,  nan,  nan,  nan,  nan,168.927000
57.000000,135.000000,  nan,  nan,  nan,  nan,-7.053150,  nan,  nan,  nan,  nan,  nan,2.396750,  nan
65.000000,135.000000,  nan,  nan,  nan,  nan,  nan,-438.040700,  nan,  nan,  nan,  nan,  nan,73.009700
-35.000000,137.000000,  nan,727.050000,-3.908245,-5.715630,-2.466400,-1426.500000,  nan,86.690100,0.829947,1.288010,1.075470,302.931000
-33.000000,137.000000,  nan,612.988000,-4.563688,-5.434840,-3.526600,-1665.740000,  nan,76.466700,0.809973,1.197720,0.980121,295.640000
-31.000000,137.000000,  nan,582.117000,-5.107910,-5.259070,-4.747900,-1864.400000,  nan,79.792400,0.838568,1.128290,1.089220,306.077000
-29.000000,137.000000,  nan,539.847000,-5.264327,-5.204960,-5.195500,-1921.480000,  nan,85.769100,0.908698,1.183380,1.196770,331.675000
-27.000000,137.000000,  nan,466.769000,-5.200440,-5.001260,-5.283300,-1898.150000,  nan,87.662400,1.006760,1.275020,1.296810,367.467000
-25.000000,137.000000,  nan,390.136000,-5.105774,-4.847120,-5.249600,-1863.610000,  nan,88.396300,1.046460,1.291330,1.319090,381.960000
-23.000000,137.000000,  nan,  nan,-4.992097,-4.827680,-5.096700,-1822.120000,  nan,  nan,1.088140,1.320260,1.354090,397.173000
-21.000000,137.000000,  nan,  nan,-4.917715,-5.005000,-4.885400,-1794.980000,  nan,  nan,1.132820,1.381570,1.401660,413.480000
-19.000000,137.000000,  nan,  nan,-4.555164,-5.018800,-4.356200,-1662.620000,  nan,  nan,1.138000,1.421040,1.374100,415.370000
-17.000000,137.000000,  nan,  nan,-4.003921,-5.096000,-3.344300,-1461.440000,  nan,  nan,1.173900,1.524340,1.415370,428.472000
-3.000000,137.000000,  nan,  nan,-4.011079,-4.255600,-3.987900,-1464.050000,  nan,  nan,1.032080,1.114690,1.289020,376.708000
35.000000,137.000000,-0.370762,-668.945000,-10.882294,-13.278400,-10.147700,-2095.388000,0.203286,130.964000,0.715124,1.154830,0.959924,126.559000
47.000000,137.000000,  nan,-216.618000,-10.107479,-12.018500,-8.742400,-728.314450,  nan,115.136000,2.323740,3.158660,2.334540,72.370800
49.000000,137.000000,  nan,  nan,  nan,  nan,  nan,-834.075700,  nan,  nan,  nan,  nan,  nan,151.980000
51.000000,137.000000,  nan,  nan,  nan,  nan,-8.209350,-851.452000,  nan,  nan,  nan,  nan,2.348100,165.446000
53.000000,137.000000,  nan,  nan,  nan,  nan,-7.640370,-790.182000,  nan,  nan,  nan,  nan,2.558900,178.837000
57.000000,137.000000,  nan,  nan,  nan,  nan,  nan,-235.600000,  nan,  nan,  nan,  nan,  nan,0.000000
59.000000,137.000000,  nan,  nan,  nan,  nan,  nan,-446.388030,  nan,  nan,  nan,  nan,  nan,74.329500
-35.000000,139.000000,  nan,837.980000,-4.035325,-5.037250,-3.155900,-1438.030000,  nan,80.601400,0.711229,1.106070,1.062830,213.431000
-33.000000,139.000000,  nan,706.495000,-4.724330,-5.052440,-4.213000,-1594.360000,  nan,75.028600,0.735206,1.088900,0.967427,199.155000
-31.000000,139.000000,  nan,645.174000,-5.311312,-5.274440,-5.133900,-1927.030000,  nan,77.475600,0.769717,1.066170,1.044750,256.824000
-29.000000,139.000000,  nan,586.923000,-5.381578,-5.231920,-5.402400,-1964.280000,  nan,82.814000,0.861621,1.131850,1.161790,314.492000
-27.000000,139.000000,  nan,504.424000,-5.268641,-5.014800,-5.422400,-1923.040000,  nan,84.627400,0.960150,1.220800,1.261440,350.455000
-25.000000,139.000000,  nan,427.935000,-5.113481,-4.847510,-5.300600,-1866.420000,  nan,87.016300,1.022410,1.265490,1.320090,373.181000
-23.000000,139.000000,  nan,355.544000,-4.938279,-4.819100,-5.062600,-1802.460000,  nan,87.894400,1.056270,1.292750,1.349610,385.538000
-21.000000,139.000000,  nan,309.926000,-4.873503,-5.039300,-4.803400,-1778.840000,  nan,89.969900,1.082030,1.338830,1.351110,394.942000
-19.000000,139.000000,  nan,275.096000,-4.417368,-5.052600,-4.103300,-1612.320000,  nan,102.004000,1.060660,1.350270,1.293880,387.140000
-7.000000,139.000000,  nan,  nan,-4.317290,-5.134400,-3.576300,-1575.800000,  nan,  nan,0.954172,1.075510,1.263970,348.273000
